constraint,item,required,actual,status
H2 Eligibility,"CB=CB062, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB062, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB062, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB062, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB062, role=TK",eligible,True,PASS
H2 Eligibility,"CB=CB062, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB062, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB062, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB063, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB063, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB063, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB063, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB063, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB063, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB063, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB063, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB063, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB063, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB063, role=TK",eligible,True,PASS
H2 Eligibility,"CB=CB063, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB064, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB064, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB064, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB064, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB064, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB064, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB064, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB064, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB064, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB064, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB064, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB065, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB065, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB065, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB065, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB065, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB065, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB065, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB065, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB065, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB065, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB066, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB066, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB066, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB066, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB066, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB066, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB066, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB066, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB066, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB066, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB066, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB067, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB067, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB067, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB067, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB067, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB067, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB067, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB067, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB067, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB067, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB067, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB068, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB068, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB068, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB068, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB068, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB068, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB068, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB068, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB068, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB068, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB069, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB069, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB069, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB069, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB069, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB069, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB069, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB069, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB069, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB069, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB069, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB070, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB070, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB070, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB070, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB070, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB070, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB070, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB070, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB070, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB070, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB070, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB071, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB071, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB071, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB071, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB071, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB071, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB071, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB071, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB071, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB071, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB071, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB072, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB072, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB072, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB072, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB072, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB072, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB072, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB072, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB072, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB072, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB072, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB073, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB073, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB073, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB073, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB073, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB073, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB073, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB073, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB073, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB073, role=CBCT",eligible,True,PASS
H2 Eligibility,"CB=CB073, role=CBCT",eligible,True,PASS
H4 No overlap,"CB=CB001, date=2026-05-18, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB001, date=2026-05-25, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB001, date=2026-05-30, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB001, date=2026-05-30, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB001, date=2026-05-31, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB001, date=2026-05-31, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB001, date=2026-06-05, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB001, date=2026-06-05, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB001, date=2026-06-05, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB001, date=2026-06-08, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB001, date=2026-06-13, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB002, date=2026-05-18, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB002, date=2026-05-22, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB002, date=2026-05-23, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB002, date=2026-05-25, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB002, date=2026-05-27, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB002, date=2026-05-30, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB002, date=2026-05-31, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB002, date=2026-06-02, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB002, date=2026-06-08, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB002, date=2026-06-08, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB002, date=2026-06-13, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB003, date=2026-05-19, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB003, date=2026-05-23, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB003, date=2026-05-26, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB003, date=2026-05-27, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB003, date=2026-06-01, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB003, date=2026-06-03, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB003, date=2026-06-03, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB003, date=2026-06-03, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB003, date=2026-06-08, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB003, date=2026-06-12, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB003, date=2026-06-13, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB004, date=2026-05-19, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB004, date=2026-05-21, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB004, date=2026-05-23, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB004, date=2026-05-25, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB004, date=2026-05-29, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB004, date=2026-05-30, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB004, date=2026-06-05, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB004, date=2026-06-08, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB004, date=2026-06-08, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB004, date=2026-06-08, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB004, date=2026-06-12, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB005, date=2026-05-23, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB005, date=2026-05-26, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB005, date=2026-05-28, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB005, date=2026-06-01, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB005, date=2026-06-03, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB005, date=2026-06-10, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB005, date=2026-06-12, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB005, date=2026-06-13, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB005, date=2026-06-13, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB005, date=2026-06-13, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB006, date=2026-05-29, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB006, date=2026-05-31, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB006, date=2026-06-01, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB006, date=2026-06-03, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB006, date=2026-06-08, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB006, date=2026-06-08, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB006, date=2026-06-08, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB006, date=2026-06-09, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB006, date=2026-06-10, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB006, date=2026-06-12, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB007, date=2026-05-28, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB007, date=2026-05-29, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB007, date=2026-06-02, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB007, date=2026-06-03, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB007, date=2026-06-08, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB007, date=2026-06-08, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB007, date=2026-06-09, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB007, date=2026-06-09, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB007, date=2026-06-11, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB007, date=2026-06-13, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB008, date=2026-05-29, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB008, date=2026-06-01, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB008, date=2026-06-03, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB008, date=2026-06-03, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB008, date=2026-06-04, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB008, date=2026-06-09, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB008, date=2026-06-10, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB008, date=2026-06-12, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB008, date=2026-06-12, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB008, date=2026-06-12, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB008, date=2026-06-13, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB009, date=2026-05-25, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB009, date=2026-06-01, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB009, date=2026-06-03, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB009, date=2026-06-05, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB009, date=2026-06-09, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB009, date=2026-06-09, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB009, date=2026-06-10, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB009, date=2026-06-12, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB009, date=2026-06-12, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB009, date=2026-06-12, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB009, date=2026-06-13, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB010, date=2026-05-28, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB010, date=2026-05-28, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB010, date=2026-05-28, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB010, date=2026-06-01, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB010, date=2026-06-02, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB010, date=2026-06-12, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB011, date=2026-05-28, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB011, date=2026-06-01, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB011, date=2026-06-02, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB011, date=2026-06-08, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB011, date=2026-06-12, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB012, date=2026-05-25, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB012, date=2026-05-28, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB012, date=2026-05-31, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB012, date=2026-06-02, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB012, date=2026-06-02, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB012, date=2026-06-03, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB012, date=2026-06-05, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB012, date=2026-06-05, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB012, date=2026-06-08, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB012, date=2026-06-10, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB012, date=2026-06-12, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB013, date=2026-05-19, time=18g15",max 1 assignment,1,PASS
H4 No overlap,"CB=CB013, date=2026-06-02, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB013, date=2026-06-03, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB013, date=2026-06-03, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB013, date=2026-06-03, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB013, date=2026-06-05, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB013, date=2026-06-09, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB013, date=2026-06-10, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB013, date=2026-06-12, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB013, date=2026-06-12, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB013, date=2026-06-12, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB014, date=2026-05-29, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB014, date=2026-06-01, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB014, date=2026-06-03, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB014, date=2026-06-03, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB014, date=2026-06-03, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB014, date=2026-06-04, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB014, date=2026-06-10, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB014, date=2026-06-12, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB014, date=2026-06-12, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB014, date=2026-06-12, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB014, date=2026-06-13, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB015, date=2026-05-25, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB015, date=2026-06-02, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB015, date=2026-06-02, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB015, date=2026-06-02, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB015, date=2026-06-03, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB015, date=2026-06-03, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB015, date=2026-06-05, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB015, date=2026-06-08, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB015, date=2026-06-10, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB015, date=2026-06-12, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB015, date=2026-06-12, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB016, date=2026-06-01, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB016, date=2026-06-02, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB016, date=2026-06-02, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB016, date=2026-06-04, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB016, date=2026-06-05, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB016, date=2026-06-05, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB016, date=2026-06-09, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB016, date=2026-06-10, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB016, date=2026-06-12, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB016, date=2026-06-13, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB017, date=2026-05-25, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB017, date=2026-06-02, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB017, date=2026-06-03, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB017, date=2026-06-03, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB017, date=2026-06-03, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB017, date=2026-06-05, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB017, date=2026-06-05, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB017, date=2026-06-08, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB017, date=2026-06-11, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB017, date=2026-06-13, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-05-28, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-01, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-01, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-02, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-02, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-03, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-03, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-03, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-03, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-08, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-09, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-11, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-13, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-13, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB018, date=2026-06-13, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB019, date=2026-05-25, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB019, date=2026-05-28, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB019, date=2026-05-29, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB019, date=2026-06-01, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB019, date=2026-06-01, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB019, date=2026-06-02, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB019, date=2026-06-03, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB019, date=2026-06-03, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB019, date=2026-06-03, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB019, date=2026-06-09, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB019, date=2026-06-11, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB020, date=2026-05-25, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB020, date=2026-05-29, time=07g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB020, date=2026-06-01, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB020, date=2026-06-03, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB020, date=2026-06-05, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB020, date=2026-06-08, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB020, date=2026-06-08, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB020, date=2026-06-09, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB020, date=2026-06-11, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB020, date=2026-06-13, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB021, date=2026-05-25, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB021, date=2026-06-01, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB021, date=2026-06-02, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB021, date=2026-06-02, time=13g00",max 1 assignment,1,PASS
H4 No overlap,"CB=CB021, date=2026-06-03, time=15g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB021, date=2026-06-05, time=09g30",max 1 assignment,1,PASS
H4 No overlap,"CB=CB021, date=2026-06-08, time=13g00",max 1 assignment,1,PASS
